Sr. No,Institute Code,Institute Name,DISTRICT,Status,Fees,Hostel,Avg Placement,Highest Placement,Minority,Branch,GOPEN,GOPEN R,GOBC,GOBC R,GSC,GSC R,GST( S & H),GST R,GVJ(S & H),GVJ R,GNT1(S & H),GNT1 R,GNT2( S& H),GNT2 R,GNT3( S& H),GNT3 R,GSEBC (S & H),GSEBC R,LOPEN( S & H),LOPEN R,LOBC(S & H),LOBC R,LSC( S&  H),LSC R,LST(S & H),LST R,LVJ(S & H),LVJ R,LNT1(S & H),LNT1 R,LNT2(S & H),LNT2 R,LNT3(S & H),LNT3 R,LSEBC(S & H),LSEBC R,MI,MI R,TFWS,TFWS R,EWS,EWS R,ORPHAN,ORPHAN R,DEFOPENS,DEFOPENS R,DEFOBCS,DEFOBCS R,DEFROBCS,DEFROBCS R,DEFSCS,DEFSCS R,DEFRSCS,DEFRSCS R,DEFSTS,DEFSTS R,DEFSEBCS,DEFSEBCS R,DEFRSEBCS,DEFRSEBCS R,DEFRNT1S,DEFRNT1S R,DEFRNT2S,DEFRNT2S R,DEFRNT3S,DEFRNT3S R,DEFRVJS,DEFRVJS R,PWDOPENS,PWDOPENS R,PWDOPENH,PWDOPENH R,PWDOBCS,PWDOBCS R,PWDOBCH,PWDOBCH R,PWDROBCS,PWDROBCS R,PWDROBCH,PWDROBCH R,PWDSCS,PWDSCS R,PWDSCH,PWDSCH R,PWDRSCS,PWDRSCS R,PWDRSCH,PWDRSCH R,PWDRSTS,PWDRSTS R,PWDRSTH,PWDRSTH R,PWDSEBCS,PWDSEBCS R,PWDRSEBCS,PWDRSEBCS R,PWDRSEBCH,PWDRSEBCH R,PWDRNT1S,PWDRNT1S R,PWDRNT2S,PWDRNT2S R,PWDRNT3S,PWDRNT3S R,PWDRVJS,PWDRVJS R,AI,AI R
45,1116,"Shri Shivaji Education Society'S College Of Engineering And Technology, Akola",Akola,Un-Aided,M,,,,,Chemical Engineering,50.6340761,120865,38.7773761,139384,34.2191386,145611,,,38.7773761,139433,43.8452614,131588,34.5790896,145248,,,,,69.627936,83352,48.777949,123551,44.3676458,130892,,,,,,,31.3198919,149225,,,,,,,65.2878345,93036,23.9858471,158373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5813182,79145
46,1116,"Shri Shivaji Education Society'S College Of Engineering And Technology, Akola",Akola,Un-Aided,M,,,,,Mechanical Engineering,50.0353239,122148,46.3657898,127499,28.8690743,151735,,,24.7657909,156867,44.5064233,130106,31.6234334,148583,,,,,45.5784574,128469,41.0394031,135686,28.7732713,152179,,,,,,,,,,,,,,,71.7682877,77673,24.4231968,157251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8601519,77577
47,1117,"Janata Shikshan Prasarak Mandal’S Babasaheb Naik College Of Engineering, Pusad",Yavatmal,Un-Aided,L,,4 LPA,10 LPA,,Civil Engineering,55.2318816,112210,34.1954023,145757,40.1066152,137229,,,,,,,48.8696809,123440,,,,,56.5649954,110748,38.5392182,139781,39.2350823,138054,,,,,43.4393889,132520,20.7289199,161946,,,,,,,41.8427081,135119,24.3027383,157695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7949643,122345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1151268,143453
302,3012,"Veermata Jijabai Technological Institute(Vjti), Matunga, Mumbai",Mumbai,"Govt-Aided, Auto",L,A,19.71 LPA,57 LPA,,Information Technology,99.9197093,207,99.7548103,579,99.0400668,2687,95.5117816,13577,99.2276696,2113,99.2685866,1990,99.6170853,937,99.5676575,1080,99.5532662,1133,99.8503927,345,99.4963062,1293,98.8552276,3258,95.1653374,14671,,,97.7477297,6746,,,,,99.5532662,1134,,,99.87006,304,99.7239669,651,94.2444474,17268,99.6010638,983,99.1755577,2320,99.3766363,1657,,,,,,,,,,,,,,,,,,,98.3761174,4764,,,92.2260059,23411,,,92.5256639,22536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1117,"Janata Shikshan Prasarak Mandal’S Babasaheb Naik College Of Engineering, Pusad",Yavatmal,Un-Aided,L,,4 LPA,10 LPA,,Electrical Engg [Electronics And Power],47.4207012,126362,43.9565943,131164,25.7846411,155424,,,,,46.3188381,128013,,,4.9021985,176283,,,51.1396363,119790,50.8618056,120617,21.4924132,160501,,,51.7862916,118624,46.5102928,126996,38.7773761,139428,,,,,,,18.7034184,163538,24.0053974,158167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1117,"Janata Shikshan Prasarak Mandal’S Babasaheb Naik College Of Engineering, Pusad",Yavatmal,Un-Aided,L,,4 LPA,10 LPA,,Mechanical Engineering,45.3423263,129681,29.6395567,151094,32.1785112,147703,,,38.7773761,139291,39.5390798,137802,30.954192,149608,,,,,39.2350823,138298,30.8566205,150010,31.3198919,149045,,,,,,,,,,,,,,,47.4576949,126037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6611018,163568
347,3036,"Institute Of Chemical Technology, Matunga, Mumbai",Mumbai,"Deemed University, Autonomous",,A,6 LPA,9 LPA,,Pharmaceuticals Chemistry And Technology,99.9090866,236,99.5692131,1155,94.4377547,18062,,,,,,,,,95.9635156,13144,99.0198811,2973,99.9444239,156,98.1937755,5753,,,,,88.5488127,36420,,,,,,,,,,,0,1102,98.9723736,3109,,,98.2605425,5498,,,,,,,,,,,,,,,,,,,,,,,82.4784918,54294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0422552,1233
52,1119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha'S , Anuradha Engineering College, Chikhali",Buldhana,Un-Aided,L,,,,,Computer Science And Engineering,75.8854903,68166,71.7682877,77819,67.8440824,87306,61.8908693,99802,64.9513096,93954,73.7956676,73265,53.8203081,115025,,,60.8485656,100877,76.5404634,66385,71.7682877,77794,74.3614357,71834,,,,,,,,,,,65.5509182,91904,,,79.1872032,59608,43.9565943,131490,,,57.8688386,107343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2235696,48560
53,1119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha'S , Anuradha Engineering College, Chikhali",Buldhana,Un-Aided,L,,,,,Information Technology,67.8440824,87120,65.2878345,93306,62.902955,97524,,,,,,,,,53.8203081,115293,,,70.8722936,80393,67.0458361,88966,54.1800379,113943,,,,,61.3261708,100658,,,,,,,,,79.0646435,60153,3.245658,177363,,,11.387767,171114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5428977,62971
54,1119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha'S , Anuradha Engineering College, Chikhali",Buldhana,Un-Aided,L,,,,,Electronics And Telecommunication Engg,60.1504384,103719,57.2163252,108692,48.6637821,123839,,,,,,,40.1585977,136977,45.4574846,129146,,,64.6500162,94388,63.0701676,97187,39.2350823,138205,,,11.387767,171113,,,,,,,,,,,62.795808,98508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4714446,72620
55,1119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha'S , Anuradha Engineering College, Chikhali",Buldhana,Un-Aided,L,,,,,Chemical Engineering,25.6745674,155584,22.5020163,159191,22.974757,158739,,,22.5020163,159200,,,,,,,,,39.2350823,138059,28.3301002,152672,15.9989858,166391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5566668,175780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2979967,180260
56,1119,"Paramhansa Ramkrishna Maunibaba Shikshan Santha'S , Anuradha Engineering College, Chikhali",Buldhana,Un-Aided,L,,,,,Mechanical Engineering,41.0394031,135481,24.7657909,156746,15.9803473,166585,,,13.0991478,169228,30.8111882,150272,,,,,,,30.8566205,150089,30.3265615,150734,15.201762,167458,,,,,,,,,,,,,,,40.1585977,136836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5662265,175587
57,1120,"Jawaharlal Darda Institute Of Engineering And Technology, Yavatmal",Yavatmal,Un-Aided,L,,,,LM - Hindi,Civil Engineering,46.3188381,128010,,,,,,,,,,,,,,,,,52.5184688,117206,,,,,,,,,,,,,,,,,18.1477824,164342,50.6340761,120658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7059173,71696
2,3215,"Bhartiya Vidya Bhavan'S Sardar Patel Institute Of Technology , Andheri, Mumbai",Mumbai,"Un-Aided, Auto",H,NA,15.14 LPA,61.55 LPA,,Computer Engineering,99.8171467,432,99.4963062,1291,98.0170488,5872,90.4629322,28391,98.4195402,4629,98.416029,4656,99.2229056,2155,99.2887165,1957,99.2276696,2112,99.6479578,866,99.0022864,2822,96.9748411,9123,89.3071786,31623,96.1353059,11754,97.5872939,7247,97.5602732,7323,97.8143197,6540,98.7896494,3490,,,,,,,,,98.891867,3150,97.8540959,6415,,,91.7923783,24637,,,,,98.1699127,5407,,,,,,,,,,,94.3283712,17119,,,85.4082122,42571,,,,,,,22.974757,158906,,,,,,,,,,,50.6004122,121185,,,,,,,,,,,,,98.758923,652
59,1120,"Jawaharlal Darda Institute Of Engineering And Technology, Yavatmal",Yavatmal,Un-Aided,L,,,,LM - Hindi,Electrical Engineering,57.8688386,107267,,,,,,,,,,,,,,,,,67.6158803,87805,,,,,,,,,,,,,,,,,11.4128678,171003,68.0717863,86764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4671199,54032
2047,16006,Coep Technological University,Pune,"University, Autonomous",M,A,12 LPA,87 LPA,,Robotics And Artificial Intelligence,99.7949643,476,99.7755891,522,98.4469443,4583,95.70302,12972,99.2152371,2176,,,99.4697548,1382,99.1801893,2260,99.5636454,1095,99.7457558,605,99.5899286,1040,97.4656463,7588,94.6546232,16110,99.1017461,2522,99.0007078,2832,,,,,99.0196078,2778,,,99.7709341,533,99.4188513,1531,93.1559091,20553,99.5260861,1220,98.5039272,4349,99.1391853,2365,,,,,,,,,,,,,,,,,,,96.1033294,11817,,,91.2437024,26257,,,91.3560438,25757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.162241,369
61,1120,"Jawaharlal Darda Institute Of Engineering And Technology, Yavatmal",Yavatmal,Un-Aided,L,,,,LM - Hindi,Chemical Engineering,44.5064233,130123,,,,,,,,,,,,,,,,,60.1504384,103532,,,,,,,,,,,,,,,,,6.2330849,175153,55.3559436,111832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8828633,39235
62,1120,"Jawaharlal Darda Institute Of Engineering And Technology, Yavatmal",Yavatmal,Un-Aided,L,,,,LM - Hindi,Mechanical Engineering,48.8696809,123213,,,,,,,,,,,,,,,,,54.3920183,113531,,,,,,,,,,,,,,,,,24.0053974,158122,83.1983982,48707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1527671,67571
57,3215,"Bhartiya Vidya Bhavan'S Sardar Patel Institute Of Technology , Andheri, Mumbai",Mumbai,"Un-Aided, Auto",H,NA,15.14 LPA,61.55 LPA,,Computer Science And Engineering,99.754902,574,99.4512575,1443,97.7963272,6573,92.7704421,21601,98.2629654,5096,97.9793081,6002,99.0598067,2647,99.1439495,2355,99.1339468,2409,99.6050717,968,98.9380769,3005,96.8987736,9374,91.8183008,24496,,,,,,,,,98.7533942,3590,,,99.6505063,855,99.156313,2344,92.66353,21979,99.0784169,2582,98.5039272,4358,,,91.0655077,26688,,,,,,,,,,,,,,,,,94.5227112,16523,,,92.2550706,23322,,,,,,,54.3920183,113410,,,,,,,,,,,,,,,,,,,,,,,,,98.8014556,613
64,1121,"Shri Hanuman Vyayam Prasarak Mandals College Of Engineering & Technology, Amravati",Amravati,Un-Aided,L,,,,,Computer Science And Engineering,79.3458895,59402,78.1973837,62070,74.3785526,71604,58.1158577,106625,,,,,69.7639628,82783,,,15.4906838,167130,81.3738935,53906,79.4895283,58933,79.5290328,58417,,,68.4737144,85755,,,,,71.7682877,77909,,,,,82.0158422,51856,64.4664266,94507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2569654,36487
26,1105,"Prof. Ram Meghe Institute Of Technology & Research, Amravati",Amravati,"Un-Aided, Auto",M,,4.8 LPA,20 LPA,,Computer Science And Engineering (Iot),79.1318865,59720,77.1713278,64698,69.275473,83866,,,63.2340107,96664,72.8411223,75424,75.5247196,68751,20.9410678,161684,,,82.7820291,49676,79.7465759,58149,77.6411427,64110,,,,,,,,,,,,,,,84.1570554,46384,49.513096,123093,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9971742,170126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1012,"Government College Of Engineering,Yavatmal",Yavatmal,Govt,L,,5.02 LPA,7.25 LPA,,Electronics And Telecommunication Engg,79.0646435,60100,77.8466015,62603,70.4092512,81843,22.5020163,159299,,,69.0659616,84637,70.4817329,81406,,,66.8404462,89670,79.4055287,59187,79.1318865,59806,77.7634641,63711,34.8002089,144902,55.0733859,112899,,,,,,,63.0701676,97416,,,82.5540242,50727,72.1467831,77306,,,75.5247196,68716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1121,"Shri Hanuman Vyayam Prasarak Mandals College Of Engineering & Technology, Amravati",Amravati,Un-Aided,L,,,,,Mechanical Engineering,55.2318816,112174,54.3920183,113489,48.777949,123544,,,50.9307179,120083,,,49.513096,122943,,,,,58.5786927,105966,56.5649954,110690,57.9919409,106965,,,29.1560732,151531,,,,,,,,,,,60.2921536,103092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8443341,61498
68,1123,"Dr.Rajendra Gode Institute Of Technology & Research, Amravati",Amravati,Un-Aided,M,,,,,Civil Engineering,52.814879,116961,50.6340761,120764,41.0394031,135566,,,48.6637821,124078,52.0276576,118515,48.6637821,123943,,,,,62.8733646,97854,52.2046883,117452,42.1597155,134668,,,,,,,,,33.6953839,145982,,,,,54.3568289,113581,22.974757,158840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7188447,75946
89,1128,"Prof Ram Meghe College Of Engineering And Management, Badnera",Amravati,Un-Aided,L,,3 LPA,6.5 LPA,,Information Technology,79.0646435,59973,78.2152555,61669,73.4250332,74275,,,73.5848302,73694,77.7634641,63609,70.5008347,81050,66.4751458,90076,,,81.1614491,54545,80.003358,57495,77.8445199,62773,,,74.1162962,72318,,,75.6212581,68712,,,17.7533973,164883,,,81.9801476,52020,34.1954023,145720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8786263,40369
35,1107,"P. R. Pote Patil College Of Engineering & Management, Amravati",Amravati,"Un-Aided, Auto",M,,,,,Artificial Intelligence And Data Science,78.956117,60478,77.8410928,62993,71.7682877,77718,56.846611,110592,64.4664266,94640,78.2152555,61742,70.889365,79995,57.1543272,109537,31.4286926,148905,79.4895283,59045,78.9173428,60674,69.627936,83458,,,69.627936,83515,,,77.1713278,64736,,,,,,,86.2190813,40089,30.8566205,150116,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0113809,126688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1123,"Dr.Rajendra Gode Institute Of Technology & Research, Amravati",Amravati,Un-Aided,M,,,,,Mechanical Engineering,50.0957604,121380,46.2784017,128448,47.4207012,126242,,,,,47.0113809,126526,,,,,,,47.9842799,125058,40.2848342,136451,40.99476,136011,,,27.6622718,153687,,,32.8923205,146977,,,,,,,56.5649954,110942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8312223,79671
72,1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College Of Engineering, Buldhana",Buldhana,Un-Aided,L,,,,,Civil Engineering,35.3791065,143689,13.2387508,169137,9.4599659,172660,,,19.5522021,162332,,,,,,,,,42.2216419,133891,12.5620266,169981,,,,,,,,,,,,,,,,,,,45.521922,128950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2050034,184972
73,1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College Of Engineering, Buldhana",Buldhana,Un-Aided,L,,,,,Computer Science And Engineering,62.795808,98544,58.1588042,106511,46.3657898,127568,,,57.0470967,109654,,,45.5784574,128548,,,,,71.353144,79546,69.627936,83365,43.9565943,131287,,,,,68.7156482,84970,,,,,,,,,68.0717863,86481,4.9568966,176174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3791065,143819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5083235,60705
74,1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College Of Engineering, Buldhana",Buldhana,Un-Aided,L,,,,,Artificial Intelligence And Data Science,43.8452614,131610,36.9291471,141572,2.0776763,178271,,,,,43.4393889,132458,11.4731237,170849,,,,,48.0648514,124553,36.0381755,142879,3.1017579,177529,,,24.5948927,157127,,,,,21.472809,160717,,,,,54.7526673,113066,13.9490359,168340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College Of Engineering, Buldhana",Buldhana,Un-Aided,L,,,,,Electrical Engineering,47.0113809,126620,36.9291471,141707,0.1082567,179568,,,,,,,,,27.4155342,154178,,,43.5298862,132017,41.8427081,134872,,,,,,,,,,,,,,,,,25.6482713,155805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0827014,82271
76,1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College Of Engineering, Buldhana",Buldhana,Un-Aided,L,,,,,Mechanical Engineering,41.0394031,135514,12.6044134,169893,,,,,10.8656299,171434,,,18.7028082,163656,,,,,38.7773761,139500,3.0676127,177546,1.8370822,178394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4128678,183676
77,1126,"Takshashila Institute Of Engineering & Technology, Darapur, Amravati",Amravati,Un-Aided,L,,,,,Civil Engineering,46.3657898,127657,29.3071786,151164,25.0606208,156461,,,,,34.8626522,144255,22.4081803,159432,,,,,35.6703287,143053,25.6482713,155783,30.4575002,150385,,,9.5359294,172513,,,,,,,,,,,,,36.9291471,141570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8389114,173844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7732713,170724
40,1114,"Sipna Shikshan Prasarak Mandal College Of Engineering & Technology, Amravati",Amravati,"Un-Aided, Auto",M,,4 LPA,7.5 LPA,,Electronics And Telecommunication Engg,76.5404634,66465,76.0337773,67782,71.7115,78416,,,60.2921536,102844,71.4038201,79062,70.4817329,81573,74.2767378,72201,10.8656299,171431,78.1973837,61935,76.7300255,65938,72.1239122,77528,18.7028082,163740,,,77.1713278,64618,73.7743452,73627,,,,,,,78.2152555,61902,4.5424794,176467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3601588,41148
79,1126,"Takshashila Institute Of Engineering & Technology, Darapur, Amravati",Amravati,Un-Aided,L,,,,,Electrical Engineering,47.4576949,126126,38.4109612,140293,34.2191386,145598,,,38.4109612,140009,44.5064233,130117,41.3261276,135433,,,,,47.9076668,125090,42.8773305,133149,36.6283954,142226,,,,,,,,,22.1725851,159957,,,,,54.1800379,113927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2166182,164932
65,1121,"Shri Hanuman Vyayam Prasarak Mandals College Of Engineering & Technology, Amravati",Amravati,Un-Aided,L,,,,,Information Technology,76.2466193,67196,74.3785526,71704,71.5965758,78640,3.0431498,177582,65.5509182,91954,72.2338818,76926,,,57.2163252,108560,56.846611,110568,77.8410928,63001,77.1713278,64752,73.8486985,73056,11.5084415,170641,,,,,,,,,,,,,77.6411427,64128,34.8002089,144833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.94795,44216
81,1126,"Takshashila Institute Of Engineering & Technology, Darapur, Amravati",Amravati,Un-Aided,L,,,,,Mechanical Engineering,42.8773305,132962,37.6881791,140849,27.5123271,153940,,,,,11.4731237,170848,,,,,,,33.099972,146519,28.8690743,151818,28.3301002,152670,,,,,,,18.1477824,164520,,,,,,,,,22.5662265,158922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4875273,85436
82,1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha'S Jagdambha College Of Engineering And Technology, Yavatmal",Yavatmal,"Un-Aided, Auto",M,,,,,Civil Engineering,57.2537563,108424,55.2318816,112222,43.8452614,131650,28.3301002,152507,50.9307179,120134,,,44.8929536,129937,,,42.1597155,134595,52.814879,116920,42.2207447,134076,44.5064233,130254,,,,,,,,,,,,,,,44.4778985,130615,27.815423,153301,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3261708,100460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5569597,89886
77,6271,Pune Institute Of Computer Technology,Pune,"Un-Aided, Auto",M,A,6-7  LPA,47  LPA,,Computer Engineering,99.7548103,577,99.634822,897,98.3117974,4973,93.8492553,18595,98.9444814,2980,98.8358603,3323,99.4212433,1523,99.5304736,1202,99.5054648,1262,99.6851914,767,99.5393847,1161,97.2978705,8120,90.5913294,27966,98.9149865,3124,98.6187719,4004,98.9613644,2932,98.7095618,3731,99.3920973,1618,,,,,,,,,99.5260861,1219,99.19409,2215,,,95.6636222,13110,,,,,98.3335411,4873,,,,,,,,,,,97.254869,8234,,,93.8492553,18601,,,,,,,68.4737144,85760,,,,,,,,,,,88.4426131,34259,,,,,,,,,,,,,98.8770663,550
84,1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha'S Jagdambha College Of Engineering And Technology, Yavatmal",Yavatmal,"Un-Aided, Auto",M,,,,,Electrical Engineering,53.8203081,115102,50.0353239,121859,34.1954023,145874,10.8434786,171601,52.0861037,117873,44.3676458,130929,35.6703287,143081,,,,,56.5649954,110880,50.9307179,120305,41.3261276,135355,10.2692323,171831,,,,,24.4231968,157248,42.2207447,134118,,,,,52.9935209,116745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4865069,72097
350,3036,"Institute Of Chemical Technology, Matunga, Mumbai",Mumbai,"Deemed University, Autonomous",,A,6 LPA,9 LPA,,Food Engineering And Technology,99.6883311,793,98.9611119,3154,95.3538447,15103,91.9453735,25906,,,,,95.7687695,13760,,,97.9899256,6390,99.6443505,935,99.548229,1229,,,,,,,,,,,,,,,,,0,2482,97.9734251,6465,,,98.3175605,5322,,,,,,,,,,,,,,,,,,,,,,,67.6158803,93284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6643351,1571
86,1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha'S Jagdambha College Of Engineering And Technology, Yavatmal",Yavatmal,"Un-Aided, Auto",M,,,,,Mechanical Engineering,46.3657898,127548,39.7481853,137421,24.5948927,157058,0.3242569,179413,46.3188381,127903,42.725346,133194,35.3791065,143559,24.3027383,157767,,,41.3261276,135203,36.6283954,142209,31.6884901,148254,6.2399253,175136,,,,,36.9291471,141512,,,,,,,16.3513698,165811,2.3525003,178118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.521922,154759
87,1128,"Prof Ram Meghe College Of Engineering And Management, Badnera",Amravati,Un-Aided,L,,3 LPA,6.5 LPA,,Civil Engineering,57.3310702,108023,56.9588351,110206,50.0957604,121429,,,30.3265615,150691,,,45.3423263,129642,41.8427081,134877,,,58.1588042,106410,57.2163252,108813,46.2784017,128109,,,43.4393889,132250,39.2350823,138130,,,,,,,,,62.8733646,97915,27.9969458,153118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7162819,59319
92,1128,"Prof Ram Meghe College Of Engineering And Management, Badnera",Amravati,Un-Aided,L,,3 LPA,6.5 LPA,,Computer Science And Engineering (Data Science),76.0337773,67970,74.2767378,72257,65.3627105,92964,,,,,74.3785526,71788,,,29.1560732,151575,,,75.3516004,69260,74.3785526,71709,66.1855163,90423,,,,,,,,,,,19.1157452,163338,,,83.7447544,47058,20.9410678,161551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1107,"P. R. Pote Patil College Of Engineering & Management, Amravati",Amravati,"Un-Aided, Auto",M,,,,,Computer Science And Engineering (Artificial Intelligence And Machine Learning),75.7359803,68408,74.9324465,70649,62.7875345,98976,,,72.1467831,77235,69.7639628,82754,70.2544031,81892,28.7732713,151978,,,77.7152332,63820,75.7359803,68309,62.8733646,97814,,,34.8626522,144274,70.5008347,81170,67.6158803,87787,50.0957604,121590,,,,,81.7887587,52619,16.7391126,165499,,,60.2294112,103310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.227841,43688
90,1128,"Prof Ram Meghe College Of Engineering And Management, Badnera",Amravati,Un-Aided,L,,3 LPA,6.5 LPA,,Electrical Engineering,70.5008347,81246,69.275473,84002,65.2298851,93612,21.6221843,160396,64.4664266,94519,,,,,49.513096,122985,,,71.7682877,77825,70.5215521,80787,60.6237408,101090,7.5978015,174152,,,66.0164943,90673,57.3310702,107905,,,,,,,75.3591206,69091,8.8496667,173008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.223755,49599
60,1120,"Jawaharlal Darda Institute Of Engineering And Technology, Yavatmal",Yavatmal,Un-Aided,L,,,,LM - Hindi,Electronics And Telecommunication Engg,75.7359803,68379,,,,,,,,,,,,,,,,,78.4507504,61326,,,,,,,,,,,,,,,,,,,76.5404634,66489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4735956,26849
